STATTE,,,,
,,,,,,,,,
,SO2,NO2,PM10,O3
27/11/2011 22.00,"3,66","24,10","24,90","54,82"
27/11/2011 23.00,"3,48","18,42","24,90","56,53"
28/11/2011 0.00,"3,31","12,54","24,90","54,23"
28/11/2011 1.00,,"12,20","25,00","53,06"
28/11/2011 2.00,"3,05",,"25,00","57,09"
28/11/2011 3.00,"3,25","5,53","25,00","58,82"
28/11/2011 4.00,"3,03","4,55","25,00","56,91"
28/11/2011 5.00,"3,09","8,60","25,00","52,84"
28/11/2011 6.00,"3,36","9,99","25,00","54,47"
28/11/2011 7.00,"3,36","17,34","25,00","46,12"
28/11/2011 8.00,"4,53","39,30","25,00","32,15"
28/11/2011 9.00,"4,73","77,93","25,00","17,17"
28/11/2011 10.00,"4,07","39,14","25,00","33,62"
28/11/2011 11.00,"3,55","22,02","25,00","53,18"
28/11/2011 12.00,"3,29","47,99","25,00","40,39"
28/11/2011 13.00,"3,62","47,46","25,00","43,95"
28/11/2011 14.00,"3,81","41,32","25,00","52,25"
28/11/2011 15.00,"3,70","30,92","25,00","56,75"
28/11/2011 16.00,"3,86","37,49","25,00","44,53"
28/11/2011 17.00,"3,51","42,24","25,00","46,52"
28/11/2011 18.00,"3,02","29,18","25,00","63,52"
28/11/2011 19.00,"3,05","19,53","25,00","77,58"
28/11/2011 20.00,"2,93","17,76","25,00","68,53"
28/11/2011 21.00,"3,12","14,74","25,00","62,14"
28/11/2011 22.00,"3,10","23,07","25,00","35,17"
28/11/2011 23.00,"3,04","16,72","25,00","39,32"
29/11/2011 0.00,"3,04","9,48","25,00","49,86"
29/11/2011 1.00,"2,91","6,38","31,30","51,87"
29/11/2011 2.00,"2,85","6,09","31,30","51,65"
29/11/2011 3.00,"2,85","6,14","31,30","45,74"
29/11/2011 4.00,"2,72","4,79","31,30","40,90"
29/11/2011 5.00,"2,86","4,77","31,30","56,70"
29/11/2011 6.00,"2,87","4,60","31,30","59,77"
29/11/2011 7.00,"2,75","6,72","31,30","61,14"
29/11/2011 8.00,"3,03","12,46","31,30","58,59"
29/11/2011 9.00,"2,98","19,81","31,30","54,70"
29/11/2011 10.00,"3,16","11,05","31,30","58,34"
29/11/2011 11.00,"3,06","7,98","31,30","58,84"
29/11/2011 12.00,"3,01","14,73","31,30","61,45"
29/11/2011 13.00,"2,92","17,95","31,30","58,36"
29/11/2011 14.00,"2,91","14,18","31,30","56,26"
29/11/2011 15.00,"2,96","15,46","31,30","47,12"
29/11/2011 16.00,"3,17","23,37","31,30","52,61"
29/11/2011 17.00,"2,92","33,78","31,30","46,56"
29/11/2011 18.00,"2,94","28,78","31,30","49,58"
29/11/2011 19.00,"2,91","36,49","31,30","42,55"
29/11/2011 20.00,"3,02","41,35","31,30","33,89"
29/11/2011 21.00,"3,05","40,18","31,30","36,28"
29/11/2011 22.00,"2,88","30,24","31,30","41,03"
29/11/2011 23.00,"2,88","17,46","31,30","44,96"
30/11/2011 0.00,"2,79","12,41","31,30","45,41"
30/11/2011 1.00,,"9,28","31,10","44,21"
30/11/2011 2.00,"2,63",,"31,10","42,15"
30/11/2011 3.00,"2,83","6,50","31,10","42,55"
30/11/2011 4.00,"2,72","5,17","31,10","46,52"
30/11/2011 5.00,"2,69","5,29","31,10","57,78"
30/11/2011 6.00,"2,88","6,42","31,10","55,40"
30/11/2011 7.00,"2,91","12,81","31,10","48,98"
30/11/2011 8.00,"2,85","16,91","31,10","50,07"
30/11/2011 9.00,"2,89","28,40","31,10","42,09"
30/11/2011 10.00,"3,12","13,56","31,10","47,47"
30/11/2011 11.00,"2,85","9,50","31,10","56,87"
30/11/2011 12.00,"2,84","12,02","31,10","60,03"
30/11/2011 13.00,"2,82","13,24","31,10","67,19"
30/11/2011 14.00,"2,90","14,33","31,10","67,70"
30/11/2011 15.00,"2,81","12,60","31,10","68,92"
30/11/2011 16.00,"3,03","17,86","31,10","67,10"
30/11/2011 17.00,"2,72","25,68","31,10","56,16"
30/11/2011 18.00,"2,80","28,04","31,10","54,21"
30/11/2011 19.00,"2,86","23,89","31,10","62,02"
30/11/2011 20.00,"2,77","27,31","31,10","58,20"
30/11/2011 21.00,"2,83","27,12","31,10","55,56"
30/11/2011 22.00,"2,84","19,16","31,10","59,51"
30/11/2011 23.00,"2,70","14,31","31,10","63,75"
01/12/2011 0.00,"2,82","10,24","31,10","67,89"
01/12/2011 1.00,"2,85","8,48","34,70","68,44"
01/12/2011 2.00,"2,91","7,56","34,70","65,90"
01/12/2011 3.00,"2,86","6,75","34,70","67,76"
01/12/2011 4.00,"2,78","5,67","34,70","71,21"
01/12/2011 5.00,"2,69","5,64","34,70","68,13"
01/12/2011 6.00,"2,97","6,06","34,70","63,33"
01/12/2011 7.00,"2,71","6,96","34,70","62,45"
01/12/2011 8.00,"2,75","10,71","34,70","62,89"
01/12/2011 9.00,"2,93","21,08","34,70","57,96"
01/12/2011 10.00,"2,75","11,79","34,70","66,26"
01/12/2011 11.00,"2,76","8,56","34,70","72,58"
01/12/2011 12.00,"2,82","7,07","34,70","73,64"
01/12/2011 13.00,"2,70","6,39","34,70","72,99"
01/12/2011 14.00,"2,60","7,13","34,70","71,45"
01/12/2011 15.00,"2,61","8,79","34,70","79,74"
01/12/2011 16.00,"2,83","11,71","34,70","75,93"
01/12/2011 17.00,"2,70","27,48","34,70","59,70"
01/12/2011 18.00,"2,93","30,46","34,70","50,70"
01/12/2011 19.00,"2,97","27,35","34,70","54,06"
01/12/2011 20.00,"2,77","33,49","34,70","51,33"
01/12/2011 21.00,"2,80","27,83","34,70","55,52"
01/12/2011 22.00,"2,89","35,08","34,70","50,94"
01/12/2011 23.00,"2,91","25,88","34,70","49,33"
02/12/2011 0.00,"2,70","11,97","34,70","53,35"
02/12/2011 1.00,,"11,69","48,80","49,88"
02/12/2011 2.00,"2,58",,"48,80","55,13"
02/12/2011 3.00,"2,55","8,71","48,80","55,85"
02/12/2011 4.00,"2,75","6,72","48,80","56,14"
02/12/2011 5.00,"2,85","7,28","48,80","53,38"
02/12/2011 6.00,"2,78","11,62","48,80","43,81"
02/12/2011 7.00,"3,04","18,37","48,80","38,39"
02/12/2011 8.00,"2,97","32,92","48,80","28,99"
02/12/2011 9.00,"3,09","58,81","48,80","20,59"
02/12/2011 10.00,"3,09","33,92","48,80","38,39"
02/12/2011 11.00,"2,83","13,66","48,80","63,81"
02/12/2011 12.00,"2,86","11,51","48,80","71,22"
02/12/2011 13.00,"2,81","12,86","48,80","71,27"
02/12/2011 14.00,"2,79","9,71","48,80","75,62"
02/12/2011 15.00,"2,77","13,11","48,80","79,78"
02/12/2011 16.00,"2,84","20,63","48,80","72,78"
02/12/2011 17.00,"2,89","22,73","48,80","54,82"
02/12/2011 18.00,"3,33","69,07","48,80","25,21"
02/12/2011 19.00,"3,77","99,20","48,80","12,73"
02/12/2011 20.00,"3,52","76,99","48,80","12,83"
02/12/2011 21.00,"3,25","73,20","48,80","14,44"
02/12/2011 22.00,"3,48","58,93","48,80","24,17"
02/12/2011 23.00,"3,26","37,48","48,80","36,36"
03/12/2011 0.00,"3,16","26,92","48,80","42,39"
03/12/2011 1.00,"2,90","21,99","34,50","43,86"
03/12/2011 2.00,"3,23","13,06","34,50","59,58"
03/12/2011 3.00,"2,85","9,51","34,50","66,02"
03/12/2011 4.00,"2,74","8,37","34,50","68,85"
03/12/2011 5.00,"3,00","9,19","34,50","63,88"
03/12/2011 6.00,"2,89","10,67","34,50","57,13"
03/12/2011 7.00,"2,96","22,83","34,50","45,80"
03/12/2011 8.00,"3,06","49,34","34,50","24,48"
03/12/2011 9.00,"3,04","44,67","34,50","18,12"
03/12/2011 10.00,"3,04","23,49","34,50","39,67"
03/12/2011 11.00,"3,04","23,04","34,50","49,88"
03/12/2011 12.00,"2,82","32,94","34,50","49,08"
03/12/2011 13.00,"2,97","43,53","34,50","46,48"
03/12/2011 14.00,"2,89","24,59","34,50","65,94"
03/12/2011 15.00,"2,85","20,51","34,50","69,83"
03/12/2011 16.00,"2,83","14,72","34,50","70,91"
03/12/2011 17.00,"2,54","21,31","34,50","58,18"
03/12/2011 18.00,"2,89","30,96","34,50","44,30"
03/12/2011 19.00,"2,95","35,72","34,50","41,92"
03/12/2011 20.00,"2,89","40,10","34,50","37,23"
03/12/2011 21.00,"2,84","40,89","34,50","36,73"
03/12/2011 22.00,"2,77","36,38","34,50","43,27"
03/12/2011 23.00,"2,81","37,18","34,50","41,77"
04/12/2011 0.00,"2,81","32,04","34,50","42,83"
04/12/2011 1.00,,"27,37","25,20","43,69"
04/12/2011 2.00,"2,36",,"25,20","35,21"
04/12/2011 3.00,"2,62","26,26","25,20","31,44"
04/12/2011 4.00,"2,73","22,75","25,20","34,33"
04/12/2011 5.00,"2,64","16,97","25,20","34,00"
04/12/2011 6.00,"2,62","14,03","25,20","31,72"
04/12/2011 7.00,"2,76","13,22","25,20","34,52"
04/12/2011 8.00,"2,64","21,82","25,20","37,09"
04/12/2011 9.00,"2,87","40,15","25,20","24,18"
04/12/2011 10.00,"3,08","33,24","25,20","31,33"
04/12/2011 11.00,"2,65","20,40","25,20","46,49"
04/12/2011 12.00,"2,55","9,08","25,20","66,55"
04/12/2011 13.00,"2,38","6,55","25,20","76,67"
04/12/2011 14.00,"2,62","5,93","25,20","80,44"
04/12/2011 15.00,"2,53","7,77","25,20","78,05"
04/12/2011 16.00,"2,68","7,72","25,20","77,07"
04/12/2011 17.00,"2,71","10,14","25,20","68,21"
04/12/2011 18.00,"2,69","28,11","25,20","46,42"
04/12/2011 19.00,"2,78","37,44","25,20","32,38"
04/12/2011 20.00,"2,63","16,80","25,20","42,47"
04/12/2011 21.00,"2,74","24,48","25,20","45,11"
04/12/2011 22.00,"2,82","46,11","25,20","26,57"
04/12/2011 23.00,"2,67","18,50","25,20","39,91"
05/12/2011 0.00,"2,65","17,31","25,20","45,70"
05/12/2011 1.00,"2,58","20,05","12,40","40,53"
05/12/2011 2.00,"2,67","11,64","12,40","44,80"
05/12/2011 3.00,"2,65","16,37","12,40","47,11"
05/12/2011 4.00,"2,79","13,76","12,40","39,64"
05/12/2011 5.00,"2,86","12,14","12,40","40,42"
05/12/2011 6.00,"2,58","13,01","12,40","47,84"
05/12/2011 7.00,"2,66","16,69","12,40","47,73"
05/12/2011 8.00,"2,88","44,11","12,40","19,21"
05/12/2011 9.00,"3,01","50,85","12,40","20,77"
05/12/2011 10.00,"2,59","27,71","12,40","43,95"
05/12/2011 11.00,"2,67","15,56","12,40","62,55"
05/12/2011 12.00,"2,72","15,80","12,40","67,09"
05/12/2011 13.00,"2,56","9,53","12,40","74,10"
05/12/2011 14.00,"2,44","9,18","12,40","72,36"
05/12/2011 15.00,"2,67","9,60","12,40","69,37"
05/12/2011 16.00,"2,49","6,99","12,40","73,69"
05/12/2011 17.00,"2,37","5,41","12,40","78,41"
05/12/2011 18.00,"2,69","5,06","12,40","80,57"
05/12/2011 19.00,"2,45","8,17","12,40","77,11"
05/12/2011 20.00,"2,55","5,10","12,40","81,59"
05/12/2011 21.00,"2,48","5,86","12,40","80,34"
05/12/2011 22.00,"2,48","5,17","12,40","81,37"
05/12/2011 23.00,"2,62","4,80","12,40","80,04"
06/12/2011 0.00,"2,45","4,49","12,40","81,82"
06/12/2011 1.00,,"4,94","17,80","78,54"
06/12/2011 2.00,"2,43",,"17,80","79,63"
06/12/2011 3.00,"2,60","4,09","17,80","76,48"
06/12/2011 4.00,"2,45","4,59","17,80","70,85"
06/12/2011 5.00,"2,41","7,68","17,80","61,59"
06/12/2011 6.00,"2,67","5,29","17,80","67,25"
06/12/2011 7.00,"2,62","7,57","17,80","57,70"
06/12/2011 8.00,"2,59","18,36","17,80","48,90"
06/12/2011 9.00,"2,61","14,39","17,80","52,27"
06/12/2011 10.00,"2,57","7,55","17,80","59,87"
06/12/2011 11.00,"2,46","8,07","17,80","61,03"
06/12/2011 12.00,"2,45","7,17","17,80","65,93"
06/12/2011 13.00,"2,56","5,77","17,80","74,08"
06/12/2011 14.00,"2,70","8,11","17,80","75,20"
06/12/2011 15.00,"2,79","7,04","17,80","74,29"
06/12/2011 16.00,"2,62","12,07","17,80","64,20"
06/12/2011 17.00,"2,69","14,00","17,80","60,73"
06/12/2011 18.00,"2,77","16,53","17,80","61,36"
06/12/2011 19.00,"2,68","18,22","17,80","57,19"
06/12/2011 20.00,"2,69","32,81","17,80","48,97"
06/12/2011 21.00,"2,84","57,38","17,80","29,28"
06/12/2011 22.00,"3,15","31,20","17,80","43,01"
06/12/2011 23.00,"3,01","13,61","17,80","54,77"
07/12/2011 0.00,"2,93","8,91","17,80","64,01"
07/12/2011 1.00,"2,81","5,92","29,00","69,23"
07/12/2011 2.00,"2,84","5,23","29,00","61,49"
07/12/2011 3.00,"2,86","5,00","29,00","56,09"
07/12/2011 4.00,"2,76","4,61","29,00","51,78"
07/12/2011 5.00,"2,93","6,19","29,00","57,59"
07/12/2011 6.00,"2,89","7,06","29,00","50,47"
07/12/2011 7.00,"2,83","8,09","29,00","55,41"
07/12/2011 8.00,"2,89","11,71","29,00","52,48"
07/12/2011 9.00,"3,03","23,34","29,00","44,16"
07/12/2011 10.00,"3,27","13,24","29,00","51,02"
07/12/2011 11.00,"3,12","8,58","29,00","62,35"
07/12/2011 12.00,"2,93","7,36","29,00","69,82"
07/12/2011 13.00,"3,06","7,78","29,00","72,02"
07/12/2011 14.00,"3,00","7,81","29,00","76,95"
07/12/2011 15.00,"3,01","6,41","29,00","78,23"
07/12/2011 16.00,"3,10","8,36","29,00","74,45"
07/12/2011 17.00,"3,24","31,06","29,00","57,36"
07/12/2011 18.00,"3,37","48,21","29,00","44,48"
07/12/2011 19.00,"3,41","61,23","29,00","24,94"
07/12/2011 20.00,"3,57","87,83","29,00","15,95"
07/12/2011 21.00,"3,53","78,36","29,00","16,39"
07/12/2011 22.00,"3,57","75,64","29,00","15,49"
07/12/2011 23.00,"3,53","64,48","29,00","17,66"
08/12/2011 0.00,"3,17","43,85","29,00","22,14"
08/12/2011 1.00,,"38,40","17,30","22,26"
08/12/2011 2.00,"2,96",,"17,30","27,72"
08/12/2011 3.00,"3,06","20,69","17,30","34,68"
08/12/2011 4.00,"2,87","13,31","17,30","42,86"
08/12/2011 5.00,"3,06","9,47","17,30","46,85"
08/12/2011 6.00,"2,92","9,66","17,30","44,49"
08/12/2011 7.00,"3,08","15,74","17,30","40,74"
08/12/2011 8.00,"3,14","20,00","17,30","42,12"
08/12/2011 9.00,"3,09","15,41","17,30","48,56"
08/12/2011 10.00,"3,36","11,37","17,30","49,90"
08/12/2011 11.00,"3,31","8,42","17,30","57,91"
08/12/2011 12.00,"3,26","8,59","17,30","58,78"
08/12/2011 13.00,"3,05","11,14","17,30","56,72"
08/12/2011 14.00,"3,09","5,97","17,30","73,47"
08/12/2011 15.00,"3,07","5,17","17,30","77,82"
08/12/2011 16.00,"3,01","6,18","17,30","79,93"
08/12/2011 17.00,"3,11","8,00","17,30","75,63"
08/12/2011 18.00,"3,10","11,85","17,30","71,74"
08/12/2011 19.00,"3,37","14,58","17,30","63,51"
08/12/2011 20.00,"3,32","16,94","17,30","56,61"
08/12/2011 21.00,"3,34","19,63","17,30","49,23"
08/12/2011 22.00,"3,34","16,08","17,30","51,63"
08/12/2011 23.00,"3,25","9,70","17,30","55,09"
09/12/2011 0.00,"3,10","10,89","17,30","47,53"
09/12/2011 1.00,"3,18","16,17","18,60","40,82"
09/12/2011 2.00,"3,20","9,07","18,60","46,86"
09/12/2011 3.00,"2,93","7,18","18,60","46,88"
09/12/2011 4.00,"2,93","5,69","18,60","54,54"
09/12/2011 5.00,"3,04","5,78","18,60","54,36"
09/12/2011 6.00,"2,85","9,69","18,60","54,40"
09/12/2011 7.00,"2,91","22,86","18,60","47,32"
09/12/2011 8.00,"2,86","40,80","18,60","39,47"
09/12/2011 9.00,"3,09","56,43","18,60","32,04"
09/12/2011 10.00,"3,24","19,80","18,60","51,50"
09/12/2011 11.00,"3,85","19,44","18,60","55,97"
09/12/2011 12.00,"3,59","18,62","18,60","58,89"
09/12/2011 13.00,"3,88","26,90","18,60","59,30"
09/12/2011 14.00,"4,32","25,79","18,60","60,25"
09/12/2011 15.00,"3,87","18,84","18,60","66,46"
09/12/2011 16.00,"3,73","13,86","18,60","67,86"
09/12/2011 17.00,"3,62","20,16","18,60","55,70"
09/12/2011 18.00,"3,41","28,99","18,60","57,11"
09/12/2011 19.00,"3,26","32,27","18,60","55,27"
09/12/2011 20.00,"3,18","29,20","18,60","54,78"
09/12/2011 21.00,"3,47","37,39","18,60","45,65"
09/12/2011 22.00,"3,39","40,35","18,60","38,25"
09/12/2011 23.00,"3,36","41,03","18,60","30,61"
10/12/2011 0.00,"3,18","35,38","18,60","28,68"
10/12/2011 1.00,,"20,73","27,30","35,84"
10/12/2011 2.00,"3,26",,"27,30","49,32"
10/12/2011 3.00,"3,00","12,35","27,30","45,68"
10/12/2011 4.00,"3,06","11,65","27,30","39,48"
10/12/2011 5.00,"3,18","10,13","27,30","46,40"
10/12/2011 6.00,"3,06","9,54","27,30","44,76"
10/12/2011 7.00,"3,09","18,45","27,30","37,51"
10/12/2011 8.00,"3,14","38,96","27,30","25,84"
10/12/2011 9.00,"3,64","70,33","27,30","21,39"
10/12/2011 10.00,"3,45","32,46","27,30","41,65"
10/12/2011 11.00,"3,27","21,83","27,30","47,38"
10/12/2011 12.00,"3,32","30,11","27,30","46,84"
10/12/2011 13.00,"3,33","17,83","27,30","65,41"
10/12/2011 14.00,"3,45","11,44","27,30","74,93"
10/12/2011 15.00,"3,52","7,68","27,30","76,76"
10/12/2011 16.00,"3,28","12,86","27,30","69,03"
10/12/2011 17.00,"3,26","19,77","27,30","56,08"
10/12/2011 18.00,"2,99","34,84","27,30","46,56"
10/12/2011 19.00,"3,32","41,45","27,30","43,48"
10/12/2011 20.00,"3,42","40,38","27,30","41,76"
10/12/2011 21.00,"3,37","48,30","27,30","35,07"
10/12/2011 22.00,"3,16","55,96","27,30","28,06"
10/12/2011 23.00,"3,12","47,02","27,30","23,12"
11/12/2011 0.00,"3,23","40,03","27,30","19,24"
11/12/2011 1.00,"3,06","27,80","35,20","30,75"
11/12/2011 2.00,"2,89","31,24","35,20",
11/12/2011 3.00,"3,10","25,27","35,20","37,02"
11/12/2011 4.00,"3,05","15,81","35,20","39,73"
11/12/2011 5.00,"2,97","12,03","35,20","49,90"
11/12/2011 6.00,"2,86","13,27","35,20","39,18"
11/12/2011 7.00,"2,90","22,02","35,20","28,16"
11/12/2011 8.00,"3,06","24,27","35,20","23,78"
11/12/2011 9.00,"3,18","34,04","35,20","23,39"
11/12/2011 10.00,"3,08","32,91","35,20","32,66"
11/12/2011 11.00,"3,04","23,19","35,20","40,16"
11/12/2011 12.00,"3,02","11,92","35,20","39,42"
11/12/2011 13.00,"2,95","12,29","35,20","59,74"
11/12/2011 14.00,"3,01","11,40","35,20","54,83"
11/12/2011 15.00,"2,61","10,15","35,20","50,59"
11/12/2011 16.00,"2,74","17,43","35,20","50,78"
11/12/2011 17.00,"3,10","28,41","35,20","43,08"
11/12/2011 18.00,"3,02","37,13","35,20","43,33"
11/12/2011 19.00,"3,18","47,57","35,20","36,52"
11/12/2011 20.00,"3,12","58,77","35,20","22,51"
11/12/2011 21.00,"3,44","56,71","35,20","20,80"
11/12/2011 22.00,"3,40","49,18","35,20","21,36"
11/12/2011 23.00,"3,05","39,89","35,20","22,95"
12/12/2011 0.00,"3,12","33,41","35,20","24,52"
12/12/2011 1.00,,"27,14","34,80","28,50"
12/12/2011 2.00,"2,87",,"34,80","27,24"
12/12/2011 3.00,"3,08","40,69","34,80","27,64"
12/12/2011 4.00,"3,11","19,94","34,80","38,53"
12/12/2011 5.00,"2,91","14,09","34,80","51,50"
12/12/2011 6.00,"2,97","11,35","34,80","44,14"
12/12/2011 7.00,"2,96","21,36","34,80","34,14"
12/12/2011 8.00,"3,05","47,08","34,80","15,93"
12/12/2011 9.00,"3,22","42,39","34,80","26,04"
12/12/2011 10.00,"3,19","26,15","34,80","33,75"
12/12/2011 11.00,"3,24","34,81","34,80","30,33"
12/12/2011 12.00,"3,20","27,01","34,80","39,32"
12/12/2011 13.00,"2,99","18,01","34,80","47,85"
12/12/2011 14.00,"2,99","27,21","34,80","40,43"
12/12/2011 15.00,"2,73","33,60","34,80","39,68"
12/12/2011 16.00,"2,88","28,59","34,80","41,61"
12/12/2011 17.00,"3,19","30,51","34,80","30,29"
12/12/2011 18.00,"3,26","68,44","34,80","13,94"
12/12/2011 19.00,"3,25","64,85","34,80","13,07"
12/12/2011 20.00,"3,33","65,70","34,80","12,93"
12/12/2011 21.00,"3,34","65,81","34,80","12,89"
12/12/2011 22.00,"3,36","56,93","34,80","17,71"
12/12/2011 23.00,"3,25","35,74","34,80","22,92"
13/12/2011 0.00,"3,05","29,45","34,80","32,41"
13/12/2011 1.00,"2,92","28,36",,"27,70"
13/12/2011 2.00,"3,24","19,92",,"30,88"
13/12/2011 3.00,"2,97","14,26",,"47,30"
13/12/2011 4.00,"3,01","7,77",,"52,98"
13/12/2011 5.00,"2,88","8,51",,"46,78"
13/12/2011 6.00,"2,95","9,27",,"50,18"
13/12/2011 7.00,"2,97","16,18",,"39,57"
13/12/2011 8.00,"3,04","49,44",,"16,54"
13/12/2011 9.00,"3,53","68,53",,"13,92"
13/12/2011 10.00,"3,65","47,22",,"25,87"
13/12/2011 11.00,"2,79","12,28",,"43,75"
13/12/2011 12.00,"2,82","7,07",,"51,57"
13/12/2011 13.00,"2,91","4,38",,"58,25"
13/12/2011 14.00,"4,03","5,33",,"61,18"
13/12/2011 15.00,"4,59","15,70",,"69,62"
13/12/2011 16.00,,"47,55",,
13/12/2011 17.00,,,,"57,08"
13/12/2011 18.00,"2,63","38,26",,"44,95"
13/12/2011 19.00,"2,47","39,86",,"26,70"
13/12/2011 20.00,"2,48","76,96",,"13,19"
13/12/2011 21.00,"2,59","58,28",,"24,02"
13/12/2011 22.00,"2,32","52,07",,"30,53"
13/12/2011 23.00,"2,48","53,51",,"20,65"
14/12/2011 0.00,"2,28","31,21",,"30,96"
14/12/2011 1.00,,"27,02","26,00","32,41"
14/12/2011 2.00,"2,31",,"26,00","35,99"
14/12/2011 3.00,"2,46","13,86","26,00","34,92"
14/12/2011 4.00,"2,55","10,51","26,00","33,11"
14/12/2011 5.00,"2,27","10,10","26,00","37,91"
14/12/2011 6.00,"2,36","14,61","26,00","37,60"
14/12/2011 7.00,"2,51","25,83","26,00","26,68"
14/12/2011 8.00,"2,35","43,64","26,00","19,29"
14/12/2011 9.00,"2,91","77,97","26,00","13,15"
14/12/2011 10.00,"2,71","35,83","26,00","36,59"
14/12/2011 11.00,"2,60","14,80","26,00","53,09"
14/12/2011 12.00,"2,58","24,76","26,00","56,50"
14/12/2011 13.00,"2,80","27,26","26,00","56,29"
14/12/2011 14.00,"2,98","28,53","26,00","57,13"
14/12/2011 15.00,"2,67","25,47","26,00","63,28"
14/12/2011 16.00,"2,61","19,39","26,00","69,55"
14/12/2011 17.00,"2,51","34,35","26,00","44,78"
14/12/2011 18.00,"2,56","55,85","26,00","35,07"
14/12/2011 19.00,"2,49","50,35","26,00","34,93"
14/12/2011 20.00,"2,59","54,91","26,00","34,83"
14/12/2011 21.00,"2,43","51,76","26,00","35,27"
14/12/2011 22.00,"2,41","32,01","26,00","49,65"
14/12/2011 23.00,"2,51","30,20","26,00","45,56"
15/12/2011 0.00,"2,34","30,10","26,00","32,91"
15/12/2011 1.00,"2,51","26,85","23,60","26,33"
15/12/2011 2.00,"2,59","24,60","23,60","30,39"
15/12/2011 3.00,"2,47","16,55","23,60","38,53"
15/12/2011 4.00,"2,51","11,35","23,60","34,28"
15/12/2011 5.00,"2,26","12,95","23,60","31,48"
15/12/2011 6.00,"2,34","18,75","23,60","28,38"
15/12/2011 7.00,"2,47","23,23","23,60","23,33"
15/12/2011 8.00,"2,55","55,62","23,60","13,08"
15/12/2011 9.00,"2,72","73,87","23,60","10,08"
15/12/2011 10.00,"2,47","57,03","23,60","24,82"
15/12/2011 11.00,"2,30","32,81","23,60","34,92"
15/12/2011 12.00,"2,18","30,71","23,60","48,02"
15/12/2011 13.00,"2,15","20,65","23,60","57,26"
15/12/2011 14.00,"2,43","23,80","23,60","48,65"
15/12/2011 15.00,"2,37","24,86","23,60","51,64"
15/12/2011 16.00,"2,43","30,46","23,60","42,93"
15/12/2011 17.00,"2,22","28,16","23,60","47,15"
15/12/2011 18.00,"2,23","14,74","23,60","53,70"
15/12/2011 19.00,"2,23","13,73","23,60","44,06"
15/12/2011 20.00,"1,92","29,03","23,60","35,01"
15/12/2011 21.00,"1,99","21,94","23,60","30,17"
15/12/2011 22.00,"2,05","38,11","23,60","23,76"
15/12/2011 23.00,"2,04","18,94","23,60","33,98"
16/12/2011 0.00,"2,04","13,69","23,60","49,71"
16/12/2011 1.00,,"10,50","13,80","61,61"
16/12/2011 2.00,"1,87",,"13,80","61,20"
16/12/2011 3.00,"2,16","5,69","13,80","58,95"
16/12/2011 4.00,"2,13","5,61","13,80","62,58"
16/12/2011 5.00,"2,17","6,54","13,80","63,67"
16/12/2011 6.00,"2,19","6,62","13,80","62,16"
16/12/2011 7.00,"2,07","5,40","13,80","66,92"
16/12/2011 8.00,"2,26","9,70","13,80","57,80"
16/12/2011 9.00,"2,18","13,23","13,80","55,58"
16/12/2011 10.00,"2,24","10,79","13,80","53,63"
16/12/2011 11.00,"2,31","17,37","13,80","50,83"
16/12/2011 12.00,"2,20","23,37","13,80","55,04"
16/12/2011 13.00,"2,31","17,27","13,80","65,87"
16/12/2011 14.00,"2,28","9,60","13,80","74,50"
16/12/2011 15.00,"2,14","6,62","13,80","74,14"
16/12/2011 16.00,"2,25","6,52","13,80","71,85"
16/12/2011 17.00,"2,24","5,88","13,80","73,73"
16/12/2011 18.00,"2,19","6,69","13,80","76,84"
16/12/2011 19.00,"2,20","8,05","13,80","74,99"
16/12/2011 20.00,"2,24","7,02","13,80","76,18"
16/12/2011 21.00,"2,26","8,34","13,80","77,85"
16/12/2011 22.00,"2,19","7,40","13,80","78,11"
16/12/2011 23.00,"2,15","4,95","13,80","80,47"
17/12/2011 0.00,"2,22","4,58","13,80","78,92"
17/12/2011 1.00,"2,12","4,34","12,80","78,92"
17/12/2011 2.00,"2,08","5,20","12,80","80,12"
17/12/2011 3.00,"2,20","4,05","12,80","81,20"
17/12/2011 4.00,"2,07","4,15","12,80","79,00"
17/12/2011 5.00,"2,26","5,19","12,80","76,51"
17/12/2011 6.00,"2,35","6,41","12,80","70,78"
17/12/2011 7.00,"2,21","13,49","12,80","63,82"
17/12/2011 8.00,"2,13","7,25","12,80","61,02"
17/12/2011 9.00,"2,14","15,19","12,80","54,09"
17/12/2011 10.00,"2,02","15,22","12,80","54,91"
17/12/2011 11.00,"2,02","5,98","12,80","73,46"
17/12/2011 12.00,"2,06","4,45","12,80","75,22"
17/12/2011 13.00,"1,96","3,98","12,80","74,15"
17/12/2011 14.00,"2,05","3,44","12,80","78,52"
17/12/2011 15.00,"2,13","3,56","12,80","77,01"
17/12/2011 16.00,"1,97","4,18","12,80","72,69"
17/12/2011 17.00,"1,98","4,74","12,80","74,79"
17/12/2011 18.00,"2,11","8,39","12,80","69,29"
17/12/2011 19.00,"2,10","9,55","12,80","70,71"
17/12/2011 20.00,"2,03","7,06","12,80","73,14"
17/12/2011 21.00,"2,24","7,05","12,80","67,14"
17/12/2011 22.00,"2,17","7,33","12,80","68,09"
17/12/2011 23.00,"2,20","6,93","12,80","62,51"
